Date,Comp 1,Comp 2,Comp 3,Comp 4,Comp 5,Comp 6,Comp 7,Comp 8
2013-02-01,0.07350528988565745,-0.10277709959695205,-0.020260594084989973,0.00782076315453155,0.008659710678542947,0.001129531314143291,-7.335614046073848e-05,-0.0001394580721000356
2013-02-04,0.04713935247579168,-0.0860276106877643,-0.024863560253073198,0.007489321343246994,0.009097650886066507,0.0008581141911748925,-8.568574577627457e-05,-7.160789707158079e-05
2013-02-05,0.05985904108654346,-0.09781494866853126,-0.024059159289986806,0.006845587862297775,0.00992697120372962,0.0005022454425335925,-0.0005284116978367696,-0.0002413715440107436
2013-02-06,0.04919209319093593,-0.0896180572248039,-0.024011788673936767,0.007293493073260995,0.00982985415375755,0.0004721961915838226,-0.00046863293415507694,-0.00019307724620642097
2013-02-07,0.04457026752220302,-0.09353120191518542,-0.023914412830889943,0.00805680881298221,0.010096854417790891,2.3498796230033405e-05,-0.00046678728584572223,-0.00016800960023981838
2013-02-08,0.019963671469817628,-0.08397314669565271,-0.031822956957843526,0.009261063058753538,0.009159706221689807,-0.00021432150625681908,-0.0003149163200562734,-3.409373781457463e-05
2013-02-11,0.025960861711561062,-0.0889465560570056,-0.03208507961935756,0.007153576545861922,0.009885829716950715,-0.00019419733847818625,-0.0009441988627947933,-0.00029038578872112324
2013-02-12,0.0374678506215001,-0.09470329659342498,-0.034232278815130676,0.00964398125927614,0.008448130965870047,-4.7750206473103055e-05,-0.00029292936564889743,-4.329334284145671e-05
2013-02-13,0.05647332413504802,-0.10779859376816779,-0.030233977528601446,0.008418854417862375,0.00912221063189357,-3.989776204202026e-05,-0.0007387302019606681,-0.00025485450596519004
2013-02-14,0.040682740104408976,-0.09880683787022093,-0.03018260350551151,0.008533253730060385,0.008117579923286234,0.00047345578534718703,-0.00018450101287351993,-7.830729225255533e-05
2013-02-15,0.04433290998005359,-0.10207245839193033,-0.03250131092689617,0.007674433506627552,0.009038431584710483,0.0001125778140530411,-0.0005348613059426178,-0.00018666886971946148
2013-02-19,0.046069588296335326,-0.10506368834582588,-0.030735255935704486,0.006685360688997046,0.010227160957878683,-0.0001321419564997319,-0.0004987274940456928,-0.00019313608237015015
2013-02-20,0.04159989998164452,-0.10244932715277529,-0.03525021808348548,0.0058835642838923705,0.009840783009298174,-1.666262539297789e-05,-0.000924293552825219,-0.00033220599228536664
2013-02-21,0.02939843713342561,-0.0922740771879129,-0.03393114904042545,0.007311019457732498,0.009658898999843185,-0.0001255623101181229,-0.000592850702930554,-0.00017243437145582436
2013-02-22,0.006302629980180352,-0.08003786158154844,-0.04012564400784077,0.007467810892975128,0.009316578633490108,-0.00027735567111894293,-0.0005901741075980036,-9.883948965051255e-05
2013-02-26,-0.03485961855351825,-0.05237833970782587,-0.046690847222631754,0.007289717822048025,0.008899666516911918,-9.337446451120698e-05,1.7675183272879186e-05,0.00017867878638459358
2013-02-27,-0.03659146105627494,-0.055459500308062105,-0.046749984180512794,0.0066944236081179906,0.008848110174732601,-0.00011104695469303809,-0.0003619137428288523,3.351823008341379e-05
2013-02-28,-0.05625929685983332,-0.04821462609621233,-0.054007935235144085,0.005978095195801648,0.007316472419195205,0.00043083015203935327,-0.00015279244614669384,0.00011105336516229456
